Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,datetime,pollution_score,current_aqi_category,target_aqi_category,hour,day,month,weekday,is_weekend,hour_sin,hour_cos,month_sin,month_cos,temp_humidity_interaction,lag1_CO(GT),lag1_NMHC(GT),lag1_C6H6(GT),lag1_NOx(GT),lag1_NO2(GT),lag1_T,lag1_RH,lag1_AH
17/04/2004,19.00.00,,1097.0,,7.8,892.0,,909.0,,1594.0,833.0,16.1,56.0,1.0151,2004-04-17 19:00:00,0.44755725808058644,Poor,Poor,19,17,4,5,1,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,901.6000000000001,,,5.5,,,16.9,53.2,1.0179
17/04/2004,20.00.00,,1105.0,,8.2,908.0,,900.0,,1566.0,923.0,16.5,52.8,0.986,2004-04-17 20:00:00,0.46436773821160165,Poor,Moderate,20,17,4,5,1,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,871.1999999999999,,,7.8,,,16.1,56.0,1.0151
17/04/2004,21.00.00,,993.0,,5.3,777.0,,1022.0,,1482.0,790.0,16.9,51.1,0.9743,2004-04-17 21:00:00,0.3683521019109118,Moderate,Poor,21,17,4,5,1,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,863.5899999999999,,,8.2,,,16.5,52.8,0.986
17/04/2004,22.00.00,,1136.0,,7.9,896.0,,919.0,,1623.0,961.0,17.0,50.8,0.9751,2004-04-17 22:00:00,0.4894896764093107,Poor,Very Poor,22,17,4,5,1,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,863.5999999999999,,,5.3,,,16.9,51.1,0.9743
17/04/2004,23.00.00,,1297.0,,10.7,1003.0,,798.0,,1700.0,1177.0,16.9,54.8,1.0455,2004-04-17 23:00:00,0.6055547399048141,Very Poor,Poor,23,17,4,5,1,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,926.1199999999999,,,7.9,,,17.0,50.8,0.9751
18/04/2004,00.00.00,,1110.0,,6.9,855.0,,897.0,,1568.0,943.0,16.3,57.2,1.0492,2004-04-18 00:00:00,0.4435740513906892,Poor,Moderate,0,18,4,6,1,0.0,1.0,0.8660254037844387,-0.4999999999999998,932.3600000000001,,,10.7,,,16.9,54.8,1.0455
18/04/2004,01.00.00,,1027.0,,6.3,827.0,,942.0,,1529.0,742.0,16.0,56.2,1.0164,2004-04-18 01:00:00,0.3793769171192669,Moderate,Moderate,1,18,4,6,1,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,899.2,,,6.9,,,16.3,57.2,1.0492
18/04/2004,02.00.00,,1024.0,,5.6,795.0,,982.0,,1501.0,705.0,15.6,60.2,1.0617,2004-04-18 02:00:00,0.36390726880297236,Moderate,Moderate,2,18,4,6,1,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,939.12,,,6.3,,,16.0,56.2,1.0164
18/04/2004,03.00.00,,992.0,,5.4,783.0,,988.0,,1527.0,663.0,14.6,68.2,1.1282,2004-04-18 03:00:00,0.34927844100565236,Moderate,Satisfactory,3,18,4,6,1,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,995.72,,,5.6,,,15.6,60.2,1.0617
18/04/2004,04.00.00,,929.0,,3.2,664.0,,1144.0,,1449.0,536.0,14.3,69.6,1.1257,2004-04-18 04:00:00,0.2897979596191453,Satisfactory,Satisfactory,4,18,4,6,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,995.28,,,5.4,,,14.6,68.2,1.1282
18/04/2004,05.00.00,,892.0,,1.9,579.0,,1309.0,,1396.0,441.0,13.8,71.9,1.1312,2004-04-18 05:00:00,0.25432692307692306,Satisfactory,Satisfactory,5,18,4,6,1,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,992.2200000000001,,,3.2,,,14.3,69.6,1.1257
18/04/2004,06.00.00,,895.0,,2.3,609.0,,1268.0,,1410.0,477.0,13.8,72.7,1.1402,2004-04-18 06:00:00,0.25778388278388276,Satisfactory,Satisfactory,6,18,4,6,1,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,1003.2600000000001,,,1.9,,,13.8,71.9,1.1312
18/04/2004,07.00.00,,915.0,,2.4,612.0,,1266.0,,1411.0,506.0,14.2,72.3,1.1632,2004-04-18 07:00:00,0.2639194139194139,Satisfactory,Moderate,7,18,4,6,1,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,1026.6599999999999,,,2.3,,,13.8,72.7,1.1402
18/04/2004,08.00.00,,947.0,,2.9,649.0,,1154.0,,1459.0,608.0,14.5,72.9,1.195,2004-04-18 08:00:00,0.303438456686474,Moderate,Moderate,8,18,4,6,1,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,1057.0500000000002,,,2.4,,,14.2,72.3,1.1632
18/04/2004,09.00.00,,1032.0,,4.2,721.0,,1052.0,,1546.0,663.0,14.2,75.6,1.2201,2004-04-18 09:00:00,0.35561795399513124,Moderate,Poor,9,18,4,6,1,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,1073.5199999999998,,,2.9,,,14.5,72.9,1.195
18/04/2004,10.00.00,,1219.0,,6.8,849.0,,901.0,,1664.0,912.0,14.5,77.2,1.2695,2004-04-18 10:00:00,0.48733783879501996,Poor,Poor,10,18,4,6,1,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,1119.4,,,4.2,,,14.2,75.6,1.2201
18/04/2004,11.00.00,,1217.0,,7.3,869.0,,873.0,,1660.0,963.0,14.9,74.5,1.253,2004-04-18 11:00:00,0.496138591320032,Poor,Poor,11,18,4,6,1,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,1110.05,,,6.8,,,14.5,77.2,1.2695
18/04/2004,12.00.00,,1097.0,,5.3,779.0,,980.0,,1565.0,803.0,15.5,67.4,1.178,2004-04-18 12:00:00,0.40575595245748963,Poor,Moderate,12,18,4,6,1,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,1044.7,,,7.3,,,14.9,74.5,1.253
18/04/2004,13.00.00,,938.0,,3.4,674.0,,1136.0,,1433.0,564.0,16.7,56.0,1.0544,2004-04-18 13:00:00,0.2948805749025745,Moderate,Moderate,13,18,4,6,1,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,935.1999999999999,,,5.3,,,15.5,67.4,1.178
18/04/2004,14.00.00,,944.0,,3.4,677.0,,1140.0,,1436.0,501.0,17.1,55.5,1.0724,2004-04-18 14:00:00,0.29583075503564077,Moderate,Poor,14,18,4,6,1,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,949.0500000000001,,,3.4,,,16.7,56.0,1.0544
18/04/2004,15.00.00,,1139.0,,6.8,847.0,,929.0,,1604.0,701.0,16.2,62.4,1.1423,2004-04-18 15:00:00,0.42594083150296846,Poor,Poor,15,18,4,6,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,1010.8799999999999,,,3.4,,,17.1,55.5,1.0724
18/04/2004,16.00.00,,1163.0,,7.0,859.0,,921.0,,1603.0,783.0,17.4,58.9,1.1567,2004-04-18 16:00:00,0.44860854386327825,Poor,Poor,16,18,4,6,1,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,1024.86,,,6.8,,,16.2,62.4,1.1423
18/04/2004,17.00.00,,1157.0,,7.7,885.0,,916.0,,1590.0,784.0,17.5,54.6,1.08,2004-04-18 17:00:00,0.456117034202804,Poor,Poor,17,18,4,6,1,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,955.5,,,7.0,,,17.4,58.9,1.1567
18/04/2004,18.00.00,,1154.0,,8.5,919.0,,876.0,,1623.0,861.0,17.5,54.2,1.0722,2004-04-18 18:00:00,0.47851783542266757,Poor,Very Poor,18,18,4,6,1,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,948.5,,,7.7,,,17.5,54.6,1.08
18/04/2004,19.00.00,,1342.0,,13.5,1102.0,,744.0,,1824.0,1156.0,17.0,55.1,1.0621,2004-04-18 19:00:00,0.6740040532072813,Very Poor,Very Poor,19,18,4,6,1,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,936.7,,,8.5,,,17.5,54.2,1.0722
18/04/2004,20.00.00,,1178.0,,9.2,949.0,,847.0,,1653.0,1047.0,16.4,57.8,1.0669,2004-04-18 20:00:00,0.5268443043793158,Very Poor,Poor,20,18,4,6,1,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,947.9199999999998,,,13.5,,,17.0,55.1,1.0621
18/04/2004,21.00.00,,1152.0,,8.7,926.0,,854.0,,1669.0,1034.0,15.8,60.4,1.0744,2004-04-18 21:00:00,0.511586543642987,Poor,Poor,21,18,4,6,1,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,954.32,,,9.2,,,16.4,57.8,1.0669
18/04/2004,22.00.00,,1078.0,,6.6,841.0,,920.0,,1595.0,962.0,15.5,63.3,1.1071,2004-04-18 22:00:00,0.4420129856285584,Poor,Very Poor,22,18,4,6,1,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,981.15,,,8.7,,,15.8,60.4,1.0744
18/04/2004,23.00.00,,1167.0,,9.1,945.0,,826.0,,1702.0,1100.0,15.0,65.2,1.1045,2004-04-18 23:00:00,0.5334367909843903,Very Poor,Poor,23,18,4,6,1,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,978.0,,,6.6,,,15.5,63.3,1.1071
19/04/2004,00.00.00,,1111.0,,7.8,890.0,,871.0,,1658.0,1047.0,14.5,67.3,1.1054,2004-04-19 00:00:00,0.4868595603359441,Poor,Moderate,0,19,4,0,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,975.8499999999999,,,9.1,,,15.0,65.2,1.1045
19/04/2004,01.00.00,,988.0,,4.2,722.0,,1029.0,,1500.0,874.0,14.1,70.1,1.1224,2004-04-19 01:00:00,0.3617999366936353,Moderate,Moderate,1,19,4,0,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,988.4099999999999,,,7.8,,,14.5,67.3,1.1054
19/04/2004,02.00.00,,917.0,,3.4,677.0,,1103.0,,1494.0,747.0,13.8,73.3,1.1518,2004-04-19 02:00:00,0.32083184211425103,Moderate,Satisfactory,2,19,4,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,1011.54,,,4.2,,,14.1,70.1,1.1224
19/04/2004,03.00.00,,850.0,,1.7,562.0,,1275.0,,1407.0,589.0,13.1,78.3,1.1716,2004-04-19 03:00:00,0.2513162276320171,Satisfactory,Satisfactory,3,19,4,0,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,1025.73,,,3.4,,,13.8,73.3,1.1518
19/04/2004,04.00.00,,885.0,,2.1,589.0,,1238.0,,1443.0,635.0,13.0,78.2,1.1664,2004-04-19 04:00:00,0.2753652049704681,Satisfactory,Satisfactory,4,19,4,0,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1016.6,,,1.7,,,13.1,78.3,1.1716
19/04/2004,05.00.00,,888.0,,2.2,597.0,,1242.0,,1428.0,671.0,14.3,70.1,1.1328,2004-04-19 05:00:00,0.2792524361603309,Satisfactory,Poor,5,19,4,0,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,1002.43,,,2.1,,,13.0,78.2,1.1664
19/04/2004,06.00.00,,1101.0,,6.9,852.0,,913.0,,1655.0,992.0,14.0,70.9,1.1306,2004-04-19 06:00:00,0.46822475957798654,Poor,Severe,6,19,4,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,992.6000000000001,,,2.2,,,14.3,70.1,1.1328
19/04/2004,07.00.00,,1399.0,,16.5,1195.0,,680.0,,1976.0,1308.0,15.4,64.2,1.1123,2004-04-19 07:00:00,0.761450932021649,Severe,Severe,7,19,4,0,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,988.6800000000001,,,6.9,,,14.0,70.9,1.1306
19/04/2004,08.00.00,,1325.0,,18.7,1260.0,,652.0,,1969.0,1303.0,16.5,57.9,1.0826,2004-04-19 08:00:00,0.7674589279568954,Severe,Poor,8,19,4,0,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,955.35,,,16.5,,,15.4,64.2,1.1123
19/04/2004,09.00.00,,1058.0,,8.5,921.0,,876.0,,1594.0,893.0,18.8,48.0,1.0323,2004-04-19 09:00:00,0.4502239211600105,Poor,Moderate,9,19,4,0,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,902.4000000000001,,,18.7,,,16.5,57.9,1.0826
19/04/2004,10.00.00,,990.0,,6.8,846.0,,947.0,,1503.0,715.0,19.5,43.3,0.9706,2004-04-19 10:00:00,0.3699342057506103,Moderate,Poor,10,19,4,0,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,844.3499999999999,,,8.5,,,18.8,48.0,1.0323
19/04/2004,11.00.00,,1018.0,,7.5,879.0,,950.0,,1574.0,685.0,18.5,45.5,0.9606,2004-04-19 11:00:00,0.4018543970674484,Poor,Very Poor,11,19,4,0,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,841.75,,,6.8,,,19.5,43.3,0.9706
19/04/2004,12.00.00,,1105.0,,10.9,1010.0,,811.0,,1709.0,947.0,18.0,46.7,0.9569,2004-04-19 12:00:00,0.5204487519628087,Very Poor,Very Poor,12,19,4,0,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,840.6,,,7.5,,,18.5,45.5,0.9606
19/04/2004,13.00.00,,1194.0,,13.4,1097.0,,743.0,,1847.0,1049.0,16.5,58.2,1.0813,2004-04-19 13:00:00,0.6146849131572074,Very Poor,Poor,13,19,4,0,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,960.3000000000001,,,10.9,,,18.0,46.7,0.9569
19/04/2004,14.00.00,,1088.0,,7.9,893.0,,892.0,,1565.0,741.0,12.1,75.6,1.0662,2004-04-19 14:00:00,0.4214959401809495,Poor,Poor,14,19,4,0,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,914.7599999999999,,,13.4,,,16.5,58.2,1.0813
19/04/2004,15.00.00,,1084.0,,8.8,933.0,,872.0,,1602.0,801.0,11.1,75.6,0.9974,2004-04-19 15:00:00,0.44939736260320867,Poor,Very Poor,15,19,4,0,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,839.1599999999999,,,7.9,,,12.1,75.6,1.0662
19/04/2004,16.00.00,,1207.0,,11.5,1032.0,,797.0,,1701.0,969.0,10.5,79.0,1.0016,2004-04-19 16:00:00,0.5600351370245024,Very Poor,Very Poor,16,19,4,0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,829.5,,,8.8,,,11.1,75.6,0.9974
19/04/2004,17.00.00,,1186.0,,11.8,1042.0,,808.0,,1684.0,1038.0,10.0,80.5,0.9853,2004-04-19 17:00:00,0.5698731304465231,Very Poor,Poor,17,19,4,0,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,805.0,,,11.5,,,10.5,79.0,1.0016
19/04/2004,18.00.00,,1053.0,,8.3,911.0,,916.0,,1528.0,889.0,11.3,70.5,0.9389,2004-04-19 18:00:00,0.4424813485677846,Poor,Poor,18,19,4,0,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,796.6500000000001,,,11.8,,,10.0,80.5,0.9853
19/04/2004,19.00.00,,1032.0,,7.9,895.0,,921.0,,1508.0,879.0,10.7,71.5,0.9197,2004-04-19 19:00:00,0.4246927767568878,Poor,Moderate,19,19,4,0,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,765.05,,,8.3,,,11.3,70.5,0.9389
19/04/2004,20.00.00,,989.0,,6.7,846.0,,960.0,,1476.0,846.0,9.9,74.0,0.9009,2004-04-19 20:00:00,0.3881486133671757,Moderate,Moderate,20,19,4,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,732.6,,,7.9,,,10.7,71.5,0.9197
19/04/2004,21.00.00,,930.0,,4.6,745.0,,1085.0,,1391.0,712.0,10.8,68.2,0.8806,2004-04-19 21:00:00,0.3231405582991977,Moderate,Moderate,21,19,4,0,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,736.5600000000001,,,6.7,,,9.9,74.0,0.9009
19/04/2004,22.00.00,,951.0,,5.0,766.0,,1056.0,,1431.0,747.0,10.2,74.0,0.9176,2004-04-19 22:00:00,0.3433303424576583,Moderate,Moderate,22,19,4,0,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,754.8,,,4.6,,,10.8,68.2,0.8806
19/04/2004,23.00.00,,985.0,,5.3,780.0,,1017.0,,1444.0,791.0,10.1,77.5,0.9579,2004-04-19 23:00:00,0.35855247683685626,Moderate,Moderate,23,19,4,0,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,782.75,,,5.0,,,10.2,74.0,0.9176
20/04/2004,00.00.00,,937.0,,3.9,703.0,,1136.0,,1377.0,637.0,9.9,77.7,0.9497,2004-04-20 00:00:00,0.3076863564594859,Moderate,Satisfactory,0,20,4,1,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,769.23,,,5.3,,,10.1,77.5,0.9579
20/04/2004,01.00.00,,887.0,,2.9,648.0,,1222.0,,1357.0,553.0,9.5,80.2,0.9533,2004-04-20 01:00:00,0.2581547161250523,Satisfactory,Satisfactory,1,20,4,1,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,761.9,,,3.9,,,9.9,77.7,0.9497
20/04/2004,02.00.00,,806.0,,1.5,544.0,,1429.0,,1290.0,449.0,9.5,79.7,0.9489,2004-04-20 02:00:00,0.22271062271062272,Satisfactory,Satisfactory,2,20,4,1,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,757.15,,,2.9,,,9.5,80.2,0.9533
20/04/2004,03.00.00,,771.0,,0.8,483.0,,1587.0,,1277.0,485.0,9.7,78.9,0.9487,2004-04-20 03:00:00,0.22032967032967032,Satisfactory,Satisfactory,3,20,4,1,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,765.33,,,1.5,,,9.5,79.7,0.9489
20/04/2004,04.00.00,,802.0,,1.2,519.0,,1523.0,,1315.0,540.0,9.8,80.0,0.967,2004-04-20 04:00:00,0.2272893772893773,Satisfactory,Satisfactory,4,20,4,1,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,784.0,,,0.8,,,9.7,78.9,0.9487
20/04/2004,05.00.00,,878.0,,2.9,644.0,,1260.0,,1410.0,685.0,10.0,79.6,0.98,2004-04-20 05:00:00,0.2852653332652603,Satisfactory,Poor,5,20,4,1,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,796.0,,,1.2,,,9.8,80.0,0.967
20/04/2004,06.00.00,,1070.0,,7.6,883.0,,942.0,,1625.0,925.0,10.3,79.4,0.9927,2004-04-20 06:00:00,0.46470147930409816,Poor,Severe,6,20,4,1,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,817.8200000000002,,,2.9,,,10.0,79.6,0.98
20/04/2004,07.00.00,,1430.0,,20.7,1316.0,,638.0,,2069.0,1382.0,11.0,77.4,1.0135,2004-04-20 07:00:00,0.8277826303164285,Severe,Severe,7,20,4,1,0,0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,851.4000000000001,,,7.6,,,10.3,79.4,0.9927
20/04/2004,08.00.00,,1565.0,,29.9,1549.0,,540.0,,2396.0,1645.0,12.3,69.2,0.9906,2004-04-20 08:00:00,0.8344103392568659,Severe,Severe,8,20,4,1,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,851.1600000000001,,,20.7,,,11.0,77.4,1.0135
20/04/2004,09.00.00,,1365.0,,20.1,1299.0,,637.0,,1999.0,1514.0,14.5,60.4,0.9936,2004-04-20 09:00:00,0.8315472709722952,Severe,Severe,9,20,4,1,0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,875.8,,,29.9,,,12.3,69.2,0.9906
20/04/2004,10.00.00,,1348.0,,17.1,1214.0,,678.0,,1874.0,1509.0,16.0,56.3,1.0185,2004-04-20 10:00:00,0.7843556606706962,Severe,Severe,10,20,4,1,0,0.49999999999999994,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,900.8,,,20.1,,,14.5,60.4,0.9936
20/04/2004,11.00.00,,1311.0,,19.4,1279.0,,648.0,,1991.0,1520.0,18.1,51.1,1.0551,2004-04-20 11:00:00,0.8079882257878812,Severe,Severe,11,20,4,1,0,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,924.9100000000001,,,17.1,,,16.0,56.3,1.0185
20/04/2004,12.00.00,,1302.0,,18.7,1260.0,,658.0,,1970.0,1471.0,23.0,37.5,1.0389,2004-04-20 12:00:00,0.789023457120162,Severe,Very Poor,12,20,4,1,0,1.2246467991473532e-16,-1.0,0.8660254037844387,-0.4999999999999998,862.5,,,19.4,,,18.1,51.1,1.0551
20/04/2004,13.00.00,,1250.0,,15.8,1173.0,,720.0,,1870.0,1282.0,21.8,39.6,1.0209,2004-04-20 13:00:00,0.7074418962433057,Very Poor,Poor,13,20,4,1,0,-0.2588190451025208,-0.9659258262890683,0.8660254037844387,-0.4999999999999998,863.2800000000001,,,18.7,,,23.0,37.5,1.0389
20/04/2004,14.00.00,,1083.0,,10.3,988.0,,859.0,,1643.0,1004.0,21.9,37.2,0.9683,2004-04-20 14:00:00,0.5128730085282859,Poor,Poor,14,20,4,1,0,-0.4999999999999997,-0.8660254037844388,0.8660254037844387,-0.4999999999999998,814.6800000000001,,,15.8,,,21.8,39.6,1.0209
20/04/2004,15.00.00,,1005.0,,7.9,894.0,,956.0,,1530.0,714.0,23.8,31.4,0.9132,2004-04-20 15:00:00,0.40355177817842164,Poor,Very Poor,15,20,4,1,0,-0.7071067811865471,-0.7071067811865479,0.8660254037844387,-0.4999999999999998,747.3199999999999,,,10.3,,,21.9,37.2,0.9683
20/04/2004,16.00.00,,1129.0,,13.7,1107.0,,844.0,,1742.0,940.0,25.9,26.9,0.8845,2004-04-20 16:00:00,0.5911539309413127,Very Poor,Severe,16,20,4,1,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,696.7099999999999,,,7.9,,,23.8,31.4,0.9132
20/04/2004,17.00.00,,1327.0,,19.7,1289.0,,712.0,,1938.0,1272.0,25.8,29.9,0.9808,2004-04-20 17:00:00,0.795663791856058,Severe,Severe,17,20,4,1,0,-0.9659258262890683,-0.25881904510252063,0.8660254037844387,-0.4999999999999998,771.42,,,13.7,,,25.9,26.9,0.8845
20/04/2004,18.00.00,,1428.0,,25.3,1437.0,,599.0,,2156.0,1526.0,22.6,39.5,1.0679,2004-04-20 18:00:00,0.8402483297390194,Severe,Severe,18,20,4,1,0,-1.0,-1.8369701987210297e-16,0.8660254037844387,-0.4999999999999998,892.7,,,19.7,,,25.8,29.9,0.9808
20/04/2004,19.00.00,,1426.0,,23.9,1400.0,,612.0,,2102.0,1488.0,19.9,45.0,1.0364,2004-04-20 19:00:00,0.837687992929894,Severe,Severe,19,20,4,1,0,-0.9659258262890684,0.2588190451025203,0.8660254037844387,-0.4999999999999998,895.4999999999999,,,25.3,,,22.6,39.5,1.0679
20/04/2004,20.00.00,,1310.0,,20.6,1313.0,,663.0,,1958.0,1475.0,17.9,47.4,0.9657,2004-04-20 20:00:00,0.8192869294141506,Severe,Very Poor,20,20,4,1,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,848.4599999999999,,,23.9,,,19.9,45.0,1.0364
20/04/2004,21.00.00,,1114.0,,12.3,1059.0,,792.0,,1704.0,1182.0,16.8,50.4,0.9545,2004-04-20 21:00:00,0.5795719056517257,Very Poor,Poor,21,20,4,1,0,-0.7071067811865477,0.7071067811865474,0.8660254037844387,-0.4999999999999998,846.72,,,20.6,,,17.9,47.4,0.9657
20/04/2004,22.00.00,,991.0,,7.7,889.0,,932.0,,1550.0,933.0,16.0,52.0,0.9375,2004-04-20 22:00:00,0.42842864672619546,Poor,Poor,22,20,4,1,0,-0.5000000000000004,0.8660254037844384,0.8660254037844387,-0.4999999999999998,832.0,,,12.3,,,16.8,50.4,0.9545
20/04/2004,23.00.00,,1089.0,,9.0,940.0,,866.0,,1589.0,1001.0,14.2,59.1,0.952,2004-04-20 23:00:00,0.48235778714082467,Poor,Moderate,23,20,4,1,0,-0.25881904510252157,0.9659258262890681,0.8660254037844387,-0.4999999999999998,839.22,,,7.7,,,16.0,52.0,0.9375
21/04/2004,00.00.00,,911.0,,4.5,740.0,,1071.0,,1412.0,756.0,14.2,56.7,0.9111,2004-04-21 00:00:00,0.32243064038345026,Moderate,Poor,0,21,4,2,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,805.14,,,9.0,,,14.2,59.1,0.952
21/04/2004,01.00.00,,1005.0,,5.8,802.0,,976.0,,1474.0,952.0,12.2,67.7,0.9625,2004-04-21 01:00:00,0.3946567463927994,Poor,Moderate,1,21,4,2,0,0.25881904510252074,0.9659258262890683,0.8660254037844387,-0.4999999999999998,825.9399999999999,,,4.5,,,14.2,56.7,0.9111
21/04/2004,02.00.00,,863.0,,3.2,664.0,,1172.0,,1381.0,808.0,13.2,61.7,0.9328,2004-04-21 02:00:00,0.30276791946968507,Moderate,Satisfactory,2,21,4,2,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,814.4399999999999,,,5.8,,,12.2,67.7,0.9625
21/04/2004,03.00.00,,857.0,,3.0,653.0,,1197.0,,1375.0,779.0,10.9,71.0,0.9249,2004-04-21 03:00:00,0.2907168380748973,Satisfactory,Satisfactory,3,21,4,2,0,0.7071067811865476,0.7071067811865476,0.8660254037844387,-0.4999999999999998,773.9,,,3.2,,,13.2,61.7,0.9328
21/04/2004,04.00.00,,804.0,,2.0,585.0,,1301.0,,1319.0,717.0,11.3,67.6,0.9038,2004-04-21 04:00:00,0.255613684561053,Satisfactory,Moderate,4,21,4,2,0,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,763.88,,,3.0,,,10.9,71.0,0.9249
21/04/2004,05.00.00,,871.0,,3.7,694.0,,1160.0,,1421.0,779.0,10.1,71.8,0.888,2004-04-21 05:00:00,0.3198093481331353,Moderate,Poor,5,21,4,2,0,0.9659258262890683,0.25881904510252074,0.8660254037844387,-0.4999999999999998,725.18,,,2.0,,,11.3,67.6,0.9038
21/04/2004,06.00.00,,1035.0,,8.7,929.0,,887.0,,1599.0,1009.0,10.2,70.9,0.8841,2004-04-21 06:00:00,0.469570462328689,Poor,Severe,6,21,4,2,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,723.1800000000001,,,3.7,,,10.1,71.8,0.888
